Name,Power,W/m2,Diameter,hub height [m],Noise @ 3m/s [dB],Noise @ 4m/s [dB],Noise @ 5m/s [dB],Noise @ 6m/s [dB],Noise @ 7m/s [dB],Noise @ 8m/s [dB],Noise @ 9m/s [dB],Noise @ 10m/s [dB],Noise @ 11m/s [dB],Noise @ 12m/s [dB],Valid,Company,Variant,Sec. power,Def. hub height,Edit date
,,,,,wind speed at 10m,,,,,,,,,,,,,,,
NORDTANK  600 43.0 !O!,600,413.2,43,,,,,,,,,,,,No,NORDTANK,,,44.5,08.10.2015
NORDTANK  600-180 43.0 !O!,600,413.2,43,,,,,,,,,,,,No,NORDTANK,,180,44.5,23.09.1998
NORWIN  150 24.0 !O!,150,331.6,24,,,,,,,,,,,,No,NORWIN,,,30.2,09.11.1999
NORWIN  200 24.0 !O!,200,442.1,24,,,,,,,,,,,,No,NORWIN,,,30.2,09.11.1999
NORWIN N46-ASR 599-125 46.0 !O!,599,360.4,46,,,,,,,,,,,,Yes,NORWIN,N46-ASR,125,45,18.04.2001
NORWIN N46-ASR 599-125 47.0 !O!,599,345.3,47,,,,,,,,,,,,Yes,NORWIN,N46-ASR,125,45,20.11.2000
NORWIN N46-ISR 750-180 46.0 !O!,750,451.3,46,,,,,,,,,,,,Yes,NORWIN,N46-ISR,180,45,17.06.2014
NORWIN NW47-ASR 599-125 47.0 !O!,599,345.3,47,,,,,,,,,,,,Yes,NORWIN,NW47-ASR,125,45,18.04.2001
Proven WT2500 3 3.5 !O!,3,259.8,3.5,,,,,,,,,,,,Yes,Proven,WT2500,,6.5,11.03.2008
Proven WT600 1 2.5 !-!,1,122.2,2.5,,,,,,,,,,,,Yes,Proven,WT600,,5.5,11.03.2008
Proven WT6000 6 5.5 !O!,6,252.5,5.5,,,,,,,,,,,,Yes,Proven,WT6000,,9,11.03.2008
REpower 48/600 600-160 48.0 !-!,600,331.6,48,,,,,,,,,,,,No,REpower,48/600,160,75,10.03.2014
REpower 48/750 750-150 48.4 !-!,750,407.6,48.4,,,,,,,,,,,,No,REpower,48/750,150,75,10.03.2014
REpower 5 M 5000 126.0 !O!,5 000,401,126,,,,,,,,,,,,No,REpower,5 M,,100,10.03.2014
REpower MM 100 60Hz 1800 100.0 !O!,1 800,229.2,100,,,,,,,,,,,,No,REpower,MM 100,,80,10.03.2014
REpower MM 82 Evolution 2000 82.0 !O!,2 000,378.7,82,,,,,,,,,,,,No,REpower,MM 82 Evolution,,80,22.09.2010
REpower MM 92 Evolution 2000 92.5 !O!,2 000,297.6,92.5,,,,,,,,,,,,No,REpower,MM 92 Evolution,,80,22.09.2010
SEEWIND 20-100 110-20 22.0 !O!,110,289.4,22,,,,,,,,,,,,Yes,SEEWIND,20/100,20,25,31.05.2001
SEEWIND 25-132 132-25 22.0 !O!,132,347.2,22,,,,,,,,,,,,No,SEEWIND,25/132,25,25,31.05.2001
SEEWIND 52-750 750 52.0 !O!,750,353.2,52,,,,,,,,,,,,No,SEEWIND,52-750,,65,19.04.2001
SENVION 3.4M114 NES 3400 114.0 !O!,3 400,333.1,114,,,,,,,,,,,,Yes,SENVION,3.4M114 NES,,93,17.10.2017
SENVION 3.4M140 3400 140.0 !O!,3 400,220.9,140,,,,,,,,,,,,Yes,SENVION,3.4M140,,110,22.10.2018
SENVION MM100 60Hz 1800 100.0 !O!,1 800,229.2,100,,,,,,,,,,,,Yes,SENVION,MM100,,80,19.01.2017
SENVION MM100 60Hz 2000 100.0 !O!,2 000,254.6,100,,,,,,,,,,,,Yes,SENVION,MM100,,100,19.01.2017
Siemens SWT-1.3-62 1300-250 62.0 !O!,1 300,430.6,62,,,,,,,,,,,,No,Siemens,SWT-1.3-62,250,68,28.07.2016
Siemens SWT-3.6-107 3600 107.0 !O!,3 600,400.4,107,,,,,,,,,,,,Yes,Siemens,SWT-3.6-107,,90,29.07.2016
Siemens SWT-4.0-120 4000 120.0 !O!,4 000,353.7,120,,,,,,,,,,,,Yes,Siemens,SWT-4.0-120,,89.5,26.07.2016
Siva 250/50 250-50 30.0 !O!,250,353.7,30,,,,,,,,,,,,Yes,Siva,250/50,50,30,16.01.2014
Solid Wind Power SWP-25 25 14.0 !O!,25,159.2,14,,,,,,,,,,,,Yes,Solid Wind Power,SWP-25,,18,11.02.2015
Solid Wind Power SWP-25 25 16.0 !O!,25,124.3,16,,,,,,,,,,,,Yes,Solid Wind Power,SWP-25,,18,20.05.2021
Suzlon S64-1.25MW 1250-250 64.0 !O!,1 250,388.6,64,,,,,,,,,,,,Yes,Suzlon,S64-1.25MW,250,64.5,19.09.2006
Suzlon S88-2.1 MW 2100 88.0 !O!,2 100,345.3,88,,,,,,,,,,,,Yes,Suzlon,S88-2.1 MW,,79,04.07.2012
Suzlon S95 2100 95.0 !O!,2 100,296.3,95,,,,,,,,,,,,Yes,Suzlon,S95,,80,15.08.2012
Suzlon S97 2100 97.0 !O!,2 100,284.2,97,,,,,,,,,,,,Yes,Suzlon,S97,,80,23.04.2013
S�DWIND S.1230 30 12.0 !O!,30,265.3,12,,,,,,,,,,,,No,S�DWIND,S.1230,,18.5,20.06.2001
S�DWIND S.31 270-60 31.4 !O!,270,348.7,31.4,,,,,,,,,,,,No,S�DWIND,S.31,60,41.7,15.06.2001
S�DWIND S.33 300 33.4 !O!,300,342.4,33.4,,,,,,,,,,,,No,S�DWIND,S.33,,50,20.06.2001
SÜDWIND S.33 350 33.4 !O!,350,399.5,33.4,,,,,,,,,,,,No,SÜDWIND,S.33,,50,04.12.2003
SÜDWIND S70 1500 70.0 !-!,1 500,389.8,70,,,,,,,,,,,,No,SÜDWIND,S70,,85,15.09.2011
TACKE TW 250 250 26.0 !O!,250,470.9,26,,,,,,,,,,,,No,TACKE,TW 250,,55,03.08.2001
TACKE TW 300 300-100 33.0 !O!,300,350.8,33,,,,,,,,,,,,No,TACKE,TW 300,100,40,03.08.2001
TACKE TW 600 600-200 43.0 !O!,600,413.2,43,,,,,,,,,,,,No,TACKE,TW 600,200,50,15.09.2011
TACKE TW 600e 600-200 46.0 !O!,600,361,46,,,,,,,,,,,,No,TACKE,TW 600e,200,50,19.04.2001
TURBOWINDS T500 500 48.0 !O!,500,276.3,48,,,,,,,,,,,,Yes,TURBOWINDS,T500,,50,29.06.2011
TURBOWINDS T600-48 600-120 48.0 !O!,600,331.6,48,,,,,,,,,,,,Yes,TURBOWINDS,T600-48,120,50,27.06.2005
Unison U50-750kW 750 50.0 !O!,750,382,50,,,,,,,,,,,,Yes,Unison,U50-750kW,,50,12.12.2012
Unison U54-750kW 750 54.0 !O!,750,327.5,54,,,,,,,,,,,,Yes,Unison,U54-750kW,,60,05.01.2009
Unison U57-750kW 750 57.0 !O!,750,293.9,57,,,,,,,,,,,,Yes,Unison,U57-750kW,,68,05.01.2009
VENSYS 109 2500 108.9 !O!,2 500,268.4,108.9,,,,,,,,,,,,No,VENSYS,109,,95,28.10.2020
VENSYS 112 2500 112.0 !O!,2 500,253.8,112,,,,,,,,,,,,No,VENSYS,112,,93.5,21.09.2017
VENSYS 112 3000 112.0 !O!,3 000,304.5,112,,,,,,,,,,,,No,VENSYS,112,,93.5,28.10.2020
VENSYS 120 3000 119.9 !O!,3 000,265.7,119.9,,,,,,,,,,,,No,VENSYS,120,,90,28.10.2020
VENSYS 136 3000 136.0 !O!,3 000,206.5,136,,,,,,,,,,,,No,VENSYS,136,,100,28.10.2020
VENSYS 62 1200 62.0 !-!,1 200,397.5,62,,,,,,,,,,,,No,VENSYS,62,,69,27.10.2014
VENSYS 64 1200 64.0 !-!,1 200,373,64,,,,,,,,,,,,No,VENSYS,64,,85,27.10.2014
VENSYS 82 1500 82.0 !O!,1 500,284,82,,,,,,,,,,,,Yes,VENSYS,82,,85,03.12.2020
VENTIS 20-100 100-20 20.0 !O!,100,318.3,20,,,,,,,,,,,,No,VENTIS,20-100,20,42.5,07.12.1999
VENTIS V 12 500 40.0 !O!,500,397.9,40,,,,,,,,,,,,No,VENTIS,V 12,,43.5,07.12.1999
VENTIS V20 100-20 20.0 !O!,100,318.3,20,,,,,,,,,,,,No,VENTIS,V20,20,30.5,01.07.1998
VENTIS V40 500 40.0 !O!,500,397.9,40,,,,,,,,,,,,No,VENTIS,V40,,43.5,07.06.1999
VERGNET Lastours 10 7.0 !O!,10,259.8,7,,,,,,,,,,,,No,VERGNET,Lastours,,24,01.01.1996
VERGNET Miquelon 25 10.0 !O!,25,318.3,10,,,,,,,,,,,,No,VERGNET,Miquelon,,24,01.01.1996
VESTAS NM82 1650 82.0 !O!,1 650,312.4,82,,,,,,,,,,,,No,VESTAS,NM82,,78,05.07.2010
VESTAS NM82V82 1650 82.0 !O!,1 650,312.4,82,,,,,,,,,,,,No,VESTAS,NM82V82,,78,21.11.2008
VESTAS NM82V82/1650 1650-900 82.0 !O!,1 650,312.4,82,,,,,,,,,,,,No,VESTAS,NM82V82/1650,900,78,21.11.2008
VESTAS V100-2.0 2000 100.0 !O!,2 000,254.6,100,,,,,,,,,,,,Yes,VESTAS,V100-2.0,,80,17.08.2016
VESTAS V112 offshore 3000 112.0 !O!,3 000,304.5,112,,,,,,,,,,,,Yes,VESTAS,V112 offshore,,84,10.09.2014
VESTAS V136-4.5 4500 136.0 !O!,4 500,309.8,136,,,,,,,,,,,,Yes,VESTAS,V136-4.5,,112,26.04.2022
VESTAS V155-3.3 3300 155.0 !O!,3 300,174.9,155,,,,,,,,,,,,Yes,VESTAS,V155-3.3,,0,23.03.2021
VESTAS V162-7.2 7200 162.0 !O!,7 200,349.3,162,,,,,,,,,,,,Yes,VESTAS,V162-7.2,,119,20.06.2022
VESTAS V17 75-19 17.0 !#!,75,330.4,17,,,,,,,,,,,,No,VESTAS,V17,19,23,17.06.2014
VESTAS V17 75-19 17.0 !O!,75,330.4,17,,,,,,,,,,,,No,VESTAS,V17,19,23,17.06.2014
VESTAS V19 90 19.0 !#!,90,317.4,19,,,,,,,,,,,,No,VESTAS,V19,,24,01.10.1998
VESTAS V19 90 19.0 !O!,90,317.4,19,,,,,,,,,,,,No,VESTAS,V19,,23.4,15.02.1997
VESTAS V19 90-19 18.8 !#!,90,324.2,18.8,,,,,,,,,,,,No,VESTAS,V19,19,24,07.10.1998
VESTAS V19 90-19 18.8 !O!,90,324.2,18.8,,,,,,,,,,,,No,VESTAS,V19,19,23.4,26.08.1998
VESTAS V20 100 20.0 !#!,100,318.3,20,,,,,,,,,,,,No,VESTAS,V20,,23.4,17.06.2014
VESTAS V20 100 20.0 !O!,100,318.3,20,,,,,,,,,,,,No,VESTAS,V20,,23.2,17.06.2014
VESTAS V25 150-30 25.0 !#!,150,305.6,25,,,,,,,,,,,,No,VESTAS,V25,30,28.7,01.10.1998
VESTAS V25 200-30 25.0 !#!,200,407.4,25,,,,,,,,,,,,No,VESTAS,V25,30,29,17.06.2014
VESTAS V25 200-30 25.0 !O!,200,407.4,25,,,,,,,,,,,,No,VESTAS,V25,30,29,17.06.2014
VESTAS V27 150-50 27.0 !#!,150,262,27,,,,,,,,,,,,No,VESTAS,V27,50,30,17.08.2016
VESTAS V27 150-50 27.0 !O!,150,262,27,,,,,,,,,,,,No,VESTAS,V27,50,30,17.08.2016
VESTAS V27 225-50 27.0 !#!,225,393,27,,,,,,,,,,,,No,VESTAS,V27,50,31.5,17.08.2016
VESTAS V27 225-50 27.0 !O!,225,393,27,,,,,,,,,,,,No,VESTAS,V27,50,31.5,17.08.2016
VESTAS V29 225-50 29.0 !#!,225,340.6,29,,,,,,,,,,,,No,VESTAS,V29,50,31.5,17.06.2014
VESTAS V29 225-50 29.0 !O!,225,340.6,29,,,,,,,,,,,,No,VESTAS,V29,50,31.5,17.06.2014
VESTAS V39 500 39.0 !#!,500,418.6,39,,,,,,,,,,,,No,VESTAS,V39,,41.5,17.08.2016
VESTAS V39 500 39.0 !O!,500,418.6,39,,,,,,,,,,,,No,VESTAS,V39,,40.5,17.08.2016
VESTAS V42 600 42.0 !O!,600,433.1,42,,,,,,,,,,,,No,VESTAS,V42,,35,17.06.2014
VESTAS V44 600 44.0 !O!,600,394.6,44,,,,,,,,,,,,No,VESTAS,V44,,35,17.08.2016
VESTAS V47 - North America  660 47.0 !O!,660,380.4,47,,,,,,,,,,,,No,VESTAS,V47 - North America,,45,17.08.2016
VESTAS V47 60Hz 60Hz 660 47.0 !O!,660,380.4,47,,,,,,,,,,,,No,VESTAS,V47 60Hz,,45,17.08.2016
VESTAS V47 660 47.0 !O!,660,380.4,47,,,,,,,,,,,,No,VESTAS,V47,,40,17.08.2016
VESTAS V47 660-200 47.0 !#!,660,380.4,47,,,,,,,,,,,,No,VESTAS,V47,200,50,02.01.2018
VESTAS V60 850 60.0 !O!,850,300.6,60,,,,,,,,,,,,No,VESTAS,V60,,60,23.03.2021
VESTAS V63 1500 63.0 !O!,1 500,481.2,63,,,,,,,,,,,,No,VESTAS,V63,,60,17.06.2014
VESTAS V66 1650-300 66.0 !O!,1 650,482.3,66,,,,,,,,,,,,No,VESTAS,V66,300,67,17.08.2016
VESTAS V66 1800-300 66.0 !O!,1 800,526.1,66,,,,,,,,,,,,No,VESTAS,V66,300,67,17.08.2016
VESTAS V66-2.0MW 2000 66.0 !O!,2 000,584.6,66,,,,,,,,,,,,No,VESTAS,V66-2.0MW,,67,17.08.2016
VESTAS V80-2.0MW offshore 2000 80.0 !O!,2 000,397.9,80,,,,,,,,,,,,No,VESTAS,V80-2.0MW offshore,,67,23.03.2021
VESTAS V82 1650 82.0 !O!,1 650,312.4,82,,,,,,,,,,,,No,VESTAS,V82,,78,23.03.2021
VESTAS V82-1650/900 1650-900 82.0 !O!,1 650,312.4,82,,,,,,,,,,,,No,VESTAS,V82-1650/900,900,78,05.07.2010
VIND-SYSSEL  150 23.0 !O!,150,361,23,,,,,,,,,,,,No,VIND-SYSSEL,,,30,07.07.1996
W2E 120/3.5fc 3500 120.6 !O!,3 500,306.4,120.6,,,,,,,,,,,,Yes,W2E,120/3.5fc,,100,22.01.2020
W2E 132/3.0fc 3000 131.7 !O!,3 000,220.2,131.7,,,,,,,,,,,,Yes,W2E,132/3.0fc,,100,22.01.2020
W2E 138/3.0fc 3000 138.0 !O!,3 000,200.6,138,,,,,,,,,,,,Yes,W2E,138/3.0fc,,100,22.01.2020
W2E 2.0 MW 2000 100.0 !-!,2 000,254.6,100,,,,,,,,,,,,No,W2E,2.0 MW,,85,22.01.2020
W2E 2.0 MW 2000 93.0 !-!,2 000,294.4,93,,,,,,,,,,,,No,W2E,2.0 MW,,85,20.07.2018
W2E W100 2500 100.0 !O!,2 500,318.3,100,,,,,,,,,,,,Yes,W2E,W100,,100,27.08.2015
W2E W80 2500 80.0 !O!,2 500,497.4,80,,,,,,,,,,,,Yes,W2E,W80,,65,04.07.2012
W2E W90 2500 90.0 !-!,2 500,393,90,,,,,,,,,,,,Yes,W2E,W90,,85,04.07.2012
WINCON  200 24.0 !-!,200,442.1,24,,,,,,,,,,,,No,WINCON,,,33,17.06.2014
WINCON  200 24.0 !O!,200,442.1,24,,,,,,,,,,,,No,WINCON,,,27,17.06.2014
WINCON W250-29 250 29.0 !-!,250,378.5,29,,,,,,,,,,,,Yes,WINCON,W250/29,,30,28.02.2002
WINCON W250/29 250 29.0 !O!,250,378.5,29,,,,,,,,,,,,Yes,WINCON,W250/29,,30,22.06.2001
WINCON W600/45 600 45.0 !O!,600,377.3,45,,,,,,,,,,,,Yes,WINCON,W600/45,,45,17.06.2014
WINCON W755/48 755-200 48.0 !O!,755,417.2,48,,,,,,,,,,,,Yes,WINCON,W755/48,200,45,17.06.2014
WINDFLOW 33-500 500 33.2 !O!,500,577.6,33.2,,,,,,,,,,,,Yes,WINDFLOW,33-500,,30,28.08.2015
WINDFLOW W500 500 33.2 !O!,500,577.6,33.2,,,,,,,,,,,,Yes,WINDFLOW,W500,,30,10.07.2015
WINDMASTER  300 25.0 !O!,300,611.2,25,,,,,,,,,,,,No,WINDMASTER,,,32,01.01.1996
WINDTEC WT641 600 40.6 !O!,600,463.5,40.6,,,,,,,,,,,,No,WINDTEC,WT641,,51.5,01.01.1996
WINDTEC WT646 600 45.6 !O!,600,367.4,45.6,,,,,,,,,,,,No,WINDTEC,WT646,,61.5,08.12.2003
WINDWORLD  150 23.2 !O!,150,354.8,23.2,,,,,,,,,,,,No,WINDWORLD,,,30,17.06.2014
WINDWORLD  150 27.0 !O!,150,262,27,,,,,,,,,,,,No,WINDWORLD,,,31.2,17.06.2014
WINDWORLD  220 25.0 !O!,220,448.2,25,,,,,,,,,,,,No,WINDWORLD,,,31,17.06.2014
WINDWORLD W-2700 170 27.0 !O!,170,296.9,27,,,,,,,,,,,,No,WINDWORLD,W-2700,,31.5,30.11.1999
WINDWORLD W-2920 250 29.2 !O!,250,373.3,29.2,,,,,,,,,,,,No,WINDWORLD,W-2920,,31,30.11.1999
WINDWORLD W-3700/550 550 37.0 !O!,550,511.5,37,,,,,,,,,,,,No,WINDWORLD,W-3700/550,,35,17.06.2014
WINDWORLD W-4200 600 42.0 !O!,600,433.1,42,,,,,,,,,,,,No,WINDWORLD,W-4200,,41.5,17.06.2014
WINDWORLD W-4200 600-150 42.0 !O!,600,433.1,42,,,,,,,,,,,,No,WINDWORLD,W-4200,150,41.5,17.06.2014
WINDWORLD W-4200 OSC 600 42.0 !O!,600,433.1,42,,,,,,,,,,,,No,WINDWORLD,W-4200 OSC,,45,17.06.2014
WINDWORLD W-4800 OSC 750 48.0 !O!,750,414.5,48,,,,,,,,,,,,No,WINDWORLD,W-4800 OSC,,45,08.10.2015
WINDWORLD W-5200 750-175 52.0 !O!,750,353.2,52,,,,,,,,,,,,No,WINDWORLD,W-5200,175,65,17.06.2014
WINDWORLD W-5200 OSC 750 52.0 !O!,750,353.2,52,,,,,,,,,,,,No,WINDWORLD,W-5200 OSC,,50,17.06.2014
WINWIND WWD-1-D60 1000 60.0 !O!,1 000,353.7,60,,,,,,,,,,,,No,WINWIND,WWD-1-D60,,56,30.06.2011
WINWIND WWD-1-D60 IEC3 1000 60.0 !O!,1 000,353.7,60,,,,,,,,,,,,Yes,WINWIND,WWD-1-D60 IEC3,,70,12.07.2011
WINWIND WWD-1-D64 1000 64.0 !O!,1 000,310.8,64,,,,,,,,,,,,No,WINWIND,WWD-1-D64,,66,30.06.2011
WINWIND WWD-1-D64_IEC3 1000 64.0 !O!,1 000,310.8,64,,,,,,,,,,,,No,WINWIND,WWD-1-D64_IEC3,,66,07.07.2011
WINWIND WWD-3-D100 3000 100.0 !-!,3 000,382,100,,,,,,,,,,,,No,WINWIND,WWD-3-D100,,88,30.06.2011
WINWIND WWD-3-D100_IEC3 3000 100.0 !-!,3 000,382,100,,,,,,,,,,,,Yes,WINWIND,WWD-3-D100_IEC3,,88,30.06.2011
WINWIND WWD-3-D90 3000 90.0 !-!,3 000,471.6,90,,,,,,,,,,,,Yes,WINWIND,WWD-3-D90,,80,05.07.2011
WTN  200 26.0 !O!,200,376.7,26,,,,,,,,,,,,No,WTN,,,30,01.01.1996
WTN  500-150 37.3 !O!,500,457.6,37.3,,,,,,,,,,,,No,WTN,,150,50,01.01.1996
WTN 200-26 200 26.0 !O!,200,376.7,26,,,,,,,,,,,,No,WTN,200/26,,30,06.12.1999
WTN 600-43 600-100 43.0 !O!,600,413.2,43,,,,,,,,,,,,No,WTN,600/43,100,40,06.12.1999
XZERES 442SR 10 7.2 !O!,10,238.2,7.2,,,,,,,,,,,,Yes,XZERES,442SR,,18,03.02.2014
XZERES 50 50 16.5 !O!,50,233.8,16.5,,,,,,,,,,,,Yes,XZERES,50,,18,02.10.2014
Xant M-21 100 21.0 !O!,100,288.7,21,,,,,,,,,,,,Yes,Xant,M-21,,38,20.07.2018
Zenia Zenia 10 kW 10 7.1 !O!,10,252.6,7.1,,,,,,,,,,,,No,Zenia,Zenia 10 kW,,18,28.10.2021
AAER A-1500 1500 70.0 !O!,1 500,389.8,70,,,,,,,,,,,,No,AAER,A-1500,,80,11.03.2008
AAER A-1500 1500 77.0 !O!,1 500,322.1,77,,,,,,,,,,,,No,AAER,A-1500,,80,11.03.2008
AAER A-2000 2000 71.0 !O!,2 000,505.2,71,,,,,,,,,,,,No,AAER,A-2000,,80,11.03.2008
AAER A-2000 2000 80.0 !O!,2 000,397.9,80,,,,,,,,,,,,No,AAER,A-2000,,80,11.03.2008
AAER A-2000 2000 84.0 !O!,2 000,360.9,84,,,,,,,,,,,,No,AAER,A-2000,,80,11.03.2008
ABC  Experimental 1-1 1.0 !-!,1,1 273.2,1,,,,,,,,,,,,No,ABC,Experimental,1,0,20.06.2001
ABC  Unknown 1-1 1.0 !-!,1,1 273.2,1,,,,,,,,,,,,No,ABC,Unknown,1,0,18.12.2000
AEL Volks-Wind 6 5.5 !O!,6,231.5,5.5,,,,,,,,,,,,No,AEL,Volks-Wind,,50,01.01.1996
AIOLA  270 27.0 !O!,270,471.6,27,,,,,,,,,,,,No,AIOLA,,,30,08.04.1997
AIOLA  80 17.0 !O!,80,352.5,17,,,,,,,,,,,,No,AIOLA,,,24,15.02.1997
AN Windenergie GmbH AN BONUS 2.3 MW/82 2300-400 82.4 !O!,2 300,431.3,82.4,,,,,,,,,,,,No,AN Windenergie GmbH,AN BONUS 2.3 MW/82,400,80,27.07.2006
AN Windenergie GmbH AN BONUS 2.3 MW/82VS 2300 82.4 !O!,2 300,431.3,82.4,,,,,,,,,,,,No,AN Windenergie GmbH,AN BONUS 2.3 MW/82VS,,80,27.07.2006
AN Windenergie GmbH AN BONUS 2.3 MW/93VS 2300 93.0 !O!,2 300,338.6,93,,,,,,,,,,,,No,AN Windenergie GmbH,AN BONUS 2.3 MW/93VS,,103,27.07.2006
AN Windenergie GmbH AN BONUS 3.6 MW/107V 3600 107.0 !O!,3 600,400.4,107,,,,,,,,,,,,No,AN Windenergie GmbH,AN BONUS 3.6 MW/107V,,0,27.07.2006
AN Windenergie GmbH AN BONUS 2 MW/76 2000-400 76.0 !O!,2 000,440.9,76,,,,,,,,,,,,No,AN Windenergie GmbH,AN BONUS 2 MW/76,400,80,15.09.2011
ANBONUS AN 2MW/76 2000-400 76.0 !O!,2 000,440.9,76,,,,,,,,,,,,No,ANBONUS,AN 2MW/76,400,80,15.09.2011
ANBONUS AN 300kW / 33-2 300-60 33.4 !O!,300,342.4,33.4,,,,,,,,,,,,No,ANBONUS,AN 300kW / 33-2,60,30,12.08.2003
ANBONUS AN 600kW / 41 600 41.0 !O!,600,454.5,41,,,,,,,,,,,,No,ANBONUS,AN 600kW / 41,,50,16.06.2001
ATLANTIC Orient 50 15.0 !#!,50,282.9,15,,,,,,,,,,,,No,ATLANTIC,Orient,,25,01.07.1998
AUTOFLUG A100 100-30 23.0 !#!,100,240.7,23,,,,,,,,,,,,No,AUTOFLUG,A100,30,27,03.12.1999
AUTOFLUG A1200 1200-250 61.0 !O!,1 200,410.6,61,,,,,,,,,,,,No,AUTOFLUG,A1200,250,60,03.12.1999
AWP  200 23.0 !O!,200,481.4,23,,,,,,,,,,,,No,AWP,,,30,16.02.1997
AWP  90 18.6 !O!,90,332.7,18.6,,,,,,,,,,,,No,AWP,,,24,20.12.1996
Acciona AW 70/1500 CI 1500 70.0 !O!,1 500,389.8,70,,,,,,,,,,,,No,Acciona,AW 70/1500 CI,,0,20.04.2015
Acciona AW 70/1500 IEC Ia 1500 70.0 !O!,1 500,389.8,70,,,,,,,,,,,,No,Acciona,AW 70/1500 IEC Ia,,0,20.04.2015
Acciona AW 77/1500 CII 1500 77.0 !O!,1 500,322.1,77,,,,,,,,,,,,No,Acciona,AW 77/1500 CII,,0,20.04.2015
Acciona AW 82/1500 IEC IIIb 1500 82.0 !O!,1 500,284,82,,,,,,,,,,,,No,Acciona,AW 82/1500 IEC IIIb,,0,20.04.2015
Acciona Windpower AW 70/1500 CI 1500 70.0 !O!,1 500,389.8,70,,,,,,,,,,,,Yes,Acciona Windpower,AW 70/1500 CI,,0,20.04.2015
Acciona Windpower AW 70/1500 IEC Ia 1500 70.0 !O!,1 500,389.8,70,,,,,,,,,,,,Yes,Acciona Windpower,AW 70/1500 IEC Ia,,0,20.04.2015
Acciona Windpower AW 77/1500 CII 1500 77.0 !O!,1 500,322.1,77,,,,,,,,,,,,Yes,Acciona Windpower,AW 77/1500 CII,,0,20.04.2015
Acciona Windpower AW 82/1500 IEC IIIb 1500 82.0 !O!,1 500,284,82,,,,,,,,,,,,Yes,Acciona Windpower,AW 82/1500 IEC IIIb,,0,20.04.2015
Alstom Wind ECO 100 3000 100.0 !O!,3 000,382,100,,,,,,,,,,,,Yes,Alstom Wind,ECO 100,,75,10.07.2015
Alstom Wind ECO 110 3000 110.0 !O!,3 000,315.7,110,,,,,,,,,,,,Yes,Alstom Wind,ECO 110,,75,10.07.2015
Alstom Wind ECO 122 2700 122.0 !O!,2 700,231,122,,,,,,,,,,,,Yes,Alstom Wind,ECO 122,,89,10.07.2015
Alstom Wind ECO 1670 60Hz 1670 86.0 !O!,1 670,287.5,86,,,,,,,,,,,,No,Alstom Wind,ECO 1670,,70,03.06.2013
Alstom Wind ECO 1670 Class II 1670 80.0 !O!,1 670,332.2,80,,,,,,,,,,,,No,Alstom Wind,ECO 1670 Class II,,70,03.06.2013
Alstom Wind ECO 1670 Class III 1670 80.0 !O!,1 670,332.2,80,,,,,,,,,,,,No,Alstom Wind,ECO 1670 Class III,,70,03.06.2013
Alstom Wind ECO 2000 2000 80.0 !O!,2 000,397.9,80,,,,,,,,,,,,No,Alstom Wind,ECO 2000,,70,03.06.2013
Alstom Wind ECO 3000 3000 100.0 !O!,3 000,382,100,,,,,,,,,,,,No,Alstom Wind,ECO 3000,,75,03.06.2013
Alstom Wind ECO 3000 3000 110.0 !O!,3 000,315.7,110,,,,,,,,,,,,No,Alstom Wind,ECO 3000,,75,03.06.2013
Alstom Wind ECO 80 cIIA 60Hz 1670 80.0 !O!,1 670,332.2,80,,,,,,,,,,,,Yes,Alstom Wind,ECO 80 cIIA,,70,10.07.2015
Alstom Wind ECO 80 cIIA 60Hz 2000 80.0 !O!,2 000,397.9,80,,,,,,,,,,,,Yes,Alstom Wind,ECO 80 cIIA,,70,10.07.2015
Alstom Wind ECO 80 cIIIA 1670 80.0 !O!,1 670,332.2,80,,,,,,,,,,,,Yes,Alstom Wind,ECO 80 cIIIA,,70,10.07.2015
Alstom Wind ECO 86 60Hz 1670 86.0 !O!,1 670,287.5,86,,,,,,,,,,,,Yes,Alstom Wind,ECO 86,,70,10.07.2015
BALTIC  99-25 19.6 !#!,99,328.1,19.6,,,,,,,,,,,,No,BALTIC,,25,24,15.02.1997
BALTIC  99-25 19.6 !O!,99,328.1,19.6,,,,,,,,,,,,No,BALTIC,,25,24,04.07.1996
BALTIC  99-25 21.3 !O!,99,277.8,21.3,,,,,,,,,,,,No,BALTIC,,25,24,16.02.1997
BERGEY BWC Excel 10 7.0 !#!,10,259.8,7,,,,,,,,,,,,No,BERGEY,BWC Excel,,18.3,01.01.1996
BONUS  1300-250 62.0 !O!,1 300,430.6,62,,,,,,,,,,,,No,BONUS,,250,45,17.06.2014
BONUS  22-6 10.0 !O!,22,280.1,10,,,,,,,,,,,,No,BONUS,,6,18,15.02.1997
BONUS  22-6 12.0 !O!,22,194.5,12,,,,,,,,,,,,No,BONUS,,6,24,15.02.1997
BONUS  250 30.0 !O!,250,353.7,30,,,,,,,,,,,,No,BONUS,,,30,07.07.1996
BONUS  250 31.0 !O!,250,331.2,31,,,,,,,,,,,,No,BONUS,,,30,07.07.1996
BONUS  30-6 10.0 !O!,30,382,10,,,,,,,,,,,,No,BONUS,,6,24,15.02.1997
BONUS  30-6 10.7 !O!,30,333.6,10.7,,,,,,,,,,,,No,BONUS,,6,18,15.02.1997
